,Date,Time,Race,Gender,Body_Size,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Spectacles,Age_Range,Washer_No,Dryer_No,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets
3722,09/02/2016,9:23:07,foreigner,male,fat,yes,toddler,small,yellow,traditional,blue,long sleeve,blue,short,clothes,yes,36,6,7,21,1,14,2.919956993,101.6684252,1
804,09/12/2015,20:37:01,malay,female,moderate,no,no_kids,big,purple,traditional,black,long sleeve,pink,long,clothes,no,24,3,10,38,3,19,3.024988827,101.4152872,1
791,09/12/2015,15:13:16,malay,female,thin,no,no_kids,small,white,casual,white,long sleeve,brown,long,clothes,no,20,5,7,53,0,14,3.117049961,101.695965,2
3313,09/12/2015,12:05:56,indian,female,moderate,yes,toddler,big,white,formal,grey,short_sleeve,orange,long,blankets,no,47,6,10,47,3,14,2.913029714,101.6475996,1
790,09/12/2015,9:46:09,malay,male,moderate,no,no_kids,big,black,casual,green,short_sleeve,black,long,blankets,no,36,3,9,27,5,16,3.157218987,101.7101105,1
1129,09/12/2015,21:15:51,foreigner,male,moderate,no,no_kids,big,white,formal,orange,short_sleeve,blue,short,blankets,no,30,3,9,24,1,15,3.070498275,101.7092418,1
3093,09/12/2015,5:26:13,malay,male,thin,yes,young,big,purple,traditional,red,long sleeve,pink,long,clothes,no,18,6,8,17,2,20,3.142173739,101.6517794,1
2186,09/12/2015,22:09:10,malay,male,thin,no,no_kids,small,yellow,traditional,grey,long sleeve,grey,long,clothes,no,45,6,10,15,5,19,3.136657606,101.7101675,2
799,09/12/2015,18:43:46,malay,female,moderate,yes,toddler,big,white,casual,white,short_sleeve,grey,long,clothes,no,45,4,8,18,5,9,3.092658818,101.4627313,3
1737,09/12/2015,5:01:42,indian,male,moderate,yes,young,small,orange,traditional,green,short_sleeve,yellow,short,blankets,yes,30,5,8,38,5,15,2.949624432,101.7314308,1
803,09/12/2015,20:33:01,malay,male,fat,no,no_kids,big,grey,casual,white,short_sleeve,black,long,blankets,no,31,3,10,16,3,13,3.118912782,101.6321363,2
802,09/12/2015,20:05:46,malay,female,moderate,no,no_kids,small,white,casual,red,long sleeve,black,long,clothes,no,44,3,10,59,4,14,3.174515111,101.7294574,2
2759,09/12/2015,17:48:38,foreigner,male,moderate,no,no_kids,small,grey,traditional,white,short_sleeve,white,short,blankets,yes,50,5,8,11,3,10,3.086276477,101.6444036,1
2869,09/12/2015,12:28:41,chinese,male,thin,yes,toddler,small,orange,traditional,green,long sleeve,black,long,blankets,yes,47,6,7,22,0,14,2.959588224,101.7137654,2
801,09/12/2015,20:05:46,malay,female,thin,no,no_kids,small,white,casual,grey,long sleeve,blue,long,clothes,no,39,6,7,41,3,9,3.134705877,101.6322977,2
1993,09/12/2015,18:43:30,indian,male,fat,yes,toddler,big,red,casual,yellow,short_sleeve,blue,long,clothes,yes,43,5,9,53,0,7,3.024650469,101.3852848,3
3853,09/12/2015,1:54:20,indian,male,fat,yes,baby,big,white,formal,grey,long sleeve,black,long,clothes,no,32,6,7,15,2,10,3.09522436,101.5692856,1
2438,09/12/2015,1:26:35,indian,female,fat,yes,toddler,small,blue,traditional,white,long sleeve,red,short,clothes,no,49,3,7,15,4,13,3.118004637,101.6775111,1
3989,09/12/2015,19:54:31,chinese,female,fat,yes,toddler,big,yellow,casual,black,long sleeve,green,long,clothes,no,45,5,8,38,0,10,3.111849831,101.6301913,3
792,09/12/2015,15:21:37,malay,male,thin,no,no_kids,small,blue,casual,blue,short_sleeve,blue,long,blankets,no,43,3,10,26,1,21,3.11654664,101.6253222,1
1419,09/12/2015,23:57:50,foreigner,male,moderate,yes,toddler,big,white,casual,black,long sleeve,black,long,clothes,yes,24,5,10,15,4,19,3.068807099,101.5397807,1
798,09/12/2015,17:37:56,malay,female,moderate,yes,young,big,blue,casual,black,short_sleeve,black,long,clothes,no,52,4,9,34,3,13,3.082881847,101.6111562,3
805,09/12/2015,20:42:57,indian,female,moderate,no,no_kids,big,green,traditional,brown,short_sleeve,black,long,clothes,no,20,4,8,11,4,14,2.984293085,101.4495498,2
1210,09/12/2015,5:58:02,malay,male,moderate,no,no_kids,small,grey,traditional,yellow,short_sleeve,red,short,blankets,no,29,4,7,34,1,14,3.079283954,101.6947829,3
806,09/12/2015,20:43:20,malay,male,moderate,no,no_kids,big,white,casual,white,short_sleeve,black,long,blankets,no,44,5,10,51,2,7,3.040966551,101.5403273,2
1203,09/12/2015,4:49:17,indian,male,thin,no,no_kids,big,purple,traditional,white,short_sleeve,orange,short,blankets,no,36,6,7,45,1,20,3.05095755,101.3949526,2
3566,09/12/2015,22:57:12,chinese,male,moderate,yes,baby,small,yellow,traditional,black,short_sleeve,grey,short,blankets,yes,57,3,8,27,5,11,3.139976325,101.6200599,2
797,09/12/2015,17:24:32,malay,female,moderate,yes,no_kids,big,blue,traditional,green,short_sleeve,blue,long,clothes,yes,19,3,7,26,1,12,3.080221855,101.5830304,2
1311,09/12/2015,12:35:33,malay,female,fat,no,no_kids,big,red,casual,grey,long sleeve,blue,long,blankets,no,35,6,8,59,1,9,3.123896581,101.7419032,1
796,09/12/2015,17:22:37,malay,female,moderate,yes,young,big,black,casual,white,long sleeve,black,long,clothes,yes,51,3,7,46,5,15,3.125640795,101.6815593,2
795,09/12/2015,17:21:26,malay,female,thin,yes,baby,big,blue,casual,green,short_sleeve,black,short,clothes,no,35,5,10,41,0,15,3.108291331,101.7061691,2
3560,09/12/2015,14:18:03,malay,female,fat,yes,toddler,big,purple,formal,blue,long sleeve,pink,long,blankets,no,36,4,10,55,4,13,2.921243909,101.6519831,2
794,09/12/2015,16:50:56,malay,female,thin,yes,baby,big,blue,casual,red,long sleeve,blue,long,clothes,yes,59,3,9,40,0,9,3.118854674,101.611889,2
1162,09/12/2015,20:40:26,malay,female,fat,yes,toddler,small,yellow,casual,white,long sleeve,black,long,blankets,no,46,3,8,49,5,16,3.087849186,101.6492458,3
800,09/12/2015,19:02:06,indian,male,moderate,no,no_kids,big,grey,casual,white,short_sleeve,orange,short,clothes,no,31,4,8,30,2,10,3.130154575,101.626553,3
2590,09/12/2015,14:43:23,malay,male,moderate,yes,toddler,big,black,formal,red,long sleeve,red,long,blankets,no,55,3,8,37,5,21,2.935513585,101.629123,3
793,09/12/2015,16:20:06,malay,female,thin,no,no_kids,small,pink,traditional,black,short_sleeve,black,long,clothes,no,42,6,7,11,2,15,3.101047926,101.6866076,2
3896,09/12/2015,4:23:38,indian,female,moderate,yes,toddler,small,green,traditional,yellow,long sleeve,blue,long,blankets,yes,56,4,9,39,0,11,3.122477689,101.750749,2
3744,09/12/2015,21:50:23,malay,male,thin,yes,baby,small,green,casual,blue,long sleeve,blue,long,clothes,yes,46,3,8,38,0,12,2.912612632,101.73886,1
2963,09/12/2015,2:15:26,indian,female,moderate,yes,toddler,small,black,formal,yellow,short_sleeve,black,short,blankets,no,52,3,9,52,3,21,3.151764414,101.7349947,2
1073,09/12/2015,6:16:16,chinese,male,moderate,yes,toddler,small,yellow,traditional,orange,short_sleeve,black,short,blankets,yes,40,3,8,13,5,17,3.167681747,101.7829876,1
3844,09/12/2015,23:31:59,foreigner,female,thin,yes,young,big,black,formal,black,short_sleeve,yellow,long,blankets,yes,54,3,9,39,0,18,3.073089957,101.5983597,2
1837,09/12/2015,13:04:18,malay,male,thin,yes,young,big,red,traditional,green,short_sleeve,purple,long,blankets,no,26,6,10,25,2,21,3.076784124,101.6656969,3
3481,09/12/2015,13:03:36,indian,male,thin,no,no_kids,big,blue,traditional,black,long sleeve,white,short,blankets,no,40,6,10,51,3,16,2.972251655,101.7013543,2
1675,09/12/2015,1:12:37,chinese,female,moderate,yes,baby,big,blue,traditional,green,short_sleeve,blue,long,clothes,no,36,5,10,15,5,17,3.138468205,101.7505094,1
1865,10/01/2016,5:09:34,foreigner,male,moderate,yes,baby,big,yellow,casual,blue,short_sleeve,blue,long,blankets,no,27,4,9,24,3,13,3.16265308,101.6141729,3
2506,10/01/2016,6:06:40,foreigner,male,thin,yes,baby,small,blue,casual,white,short_sleeve,purple,short,clothes,no,38,3,7,22,5,19,3.11276724,101.6185709,3
1697,10/01/2016,6:13:17,foreigner,male,fat,yes,toddler,small,yellow,formal,grey,long sleeve,orange,short,clothes,yes,56,4,10,18,0,20,3.127176897,101.6737271,2
2008,10/01/2016,3:50:44,foreigner,male,moderate,yes,baby,small,blue,traditional,brown,short_sleeve,orange,short,clothes,yes,56,3,7,57,3,14,3.172290644,101.6361865,2
1460,10/01/2016,15:38:50,indian,female,fat,yes,young,small,green,formal,yellow,short_sleeve,white,long,clothes,yes,38,6,8,56,4,19,3.093443776,101.7481961,3
1281,10/01/2016,23:09:00,malay,male,moderate,yes,toddler,small,pink,traditional,black,short_sleeve,white,long,clothes,no,23,6,8,45,0,15,3.143117012,101.719466,2
3593,10/01/2016,5:15:33,malay,female,thin,yes,young,small,grey,traditional,orange,short_sleeve,red,long,clothes,no,46,6,8,12,5,15,3.113373675,101.6346582,3
3132,10/01/2016,9:28:07,foreigner,female,moderate,yes,toddler,big,black,formal,pink,short_sleeve,white,short,blankets,yes,34,3,7,32,0,14,2.91362162,101.6479302,2
1001,10/01/2016,23:09:18,malay,female,thin,yes,young,small,blue,traditional,black,short_sleeve,blue,short,clothes,yes,35,5,9,49,5,9,3.182871814,101.7738517,3
3452,10/01/2016,3:34:39,malay,male,thin,yes,young,small,white,traditional,blue,long sleeve,yellow,long,clothes,no,35,5,9,55,0,10,2.9193668,101.6732867,1
1079,10/01/2016,5:55:48,foreigner,male,thin,yes,toddler,big,black,casual,pink,long sleeve,yellow,long,blankets,yes,50,5,8,56,0,15,3.14856842,101.7748522,3
1942,10/01/2016,21:16:56,indian,female,fat,yes,young,small,brown,traditional,white,short_sleeve,brown,short,blankets,no,58,5,8,57,1,13,3.106305,101.701365,1
2347,10/01/2016,6:22:09,foreigner,male,moderate,yes,young,big,orange,traditional,yellow,short_sleeve,brown,short,clothes,yes,29,6,10,37,2,19,3.057270063,101.6232852,2
3308,10/01/2016,15:43:12,foreigner,female,thin,yes,toddler,small,grey,traditional,yellow,long sleeve,green,short,blankets,no,38,4,7,45,5,8,2.924973407,101.6991525,3
3571,10/01/2016,23:38:22,chinese,female,thin,no,no_kids,big,white,formal,white,long sleeve,blue,long,blankets,yes,26,4,10,16,4,21,3.057223506,101.5866361,3
3886,10/01/2016,16:07:11,indian,male,thin,yes,toddler,big,green,casual,orange,long sleeve,yellow,long,blankets,yes,23,3,9,20,1,16,3.071165539,101.6476334,3
2991,10/01/2016,23:31:23,chinese,female,thin,yes,baby,small,grey,formal,orange,short_sleeve,brown,long,clothes,yes,32,6,7,43,3,10,3.146167846,101.7783522,2
1682,10/01/2016,22:42:11,indian,female,moderate,yes,toddler,small,yellow,casual,orange,short_sleeve,pink,short,clothes,no,49,4,10,53,2,20,3.191968903,101.7467441,1
3435,10/01/2016,5:30:25,chinese,male,thin,yes,baby,small,green,traditional,brown,short_sleeve,blue,long,clothes,no,54,6,10,50,5,8,3.087815467,101.589889,1
3911,10/01/2016,2:24:57,chinese,male,moderate,yes,toddler,big,green,formal,red,long sleeve,orange,long,blankets,no,58,4,10,59,5,11,3.178148492,101.5682632,3
2385,10/01/2016,4:45:52,chinese,male,fat,yes,baby,small,black,casual,black,long sleeve,black,short,clothes,yes,40,3,7,50,4,21,3.182016177,101.5769578,2
1968,10/01/2016,17:57:03,indian,male,thin,no,no_kids,small,orange,formal,yellow,long sleeve,blue,long,clothes,yes,30,4,9,22,0,16,3.067517753,101.7010419,1
1693,10/01/2016,10:26:11,malay,male,moderate,yes,young,small,pink,formal,red,long sleeve,red,long,clothes,no,30,4,9,60,2,12,3.070147386,101.5812081,1
963,10/01/2016,16:26:23,foreigner,female,thin,yes,toddler,small,orange,casual,orange,short_sleeve,purple,long,clothes,no,37,3,10,33,4,8,3.142007092,101.6299668,3
2860,10/01/2016,0:48:02,foreigner,female,moderate,yes,baby,big,grey,casual,red,long sleeve,black,short,blankets,no,35,3,7,36,4,7,2.925180031,101.6878806,2
3527,10/01/2016,6:43:50,chinese,male,moderate,no,no_kids,big,blue,formal,black,short_sleeve,purple,long,clothes,yes,46,5,7,25,0,7,2.915943763,101.665955,1
1596,10/01/2016,21:34:32,chinese,female,fat,yes,toddler,small,red,formal,white,long sleeve,brown,long,clothes,no,52,4,10,56,0,16,3.180444121,101.5565652,3
3526,10/01/2016,3:37:02,malay,female,thin,yes,young,small,green,casual,brown,long sleeve,black,long,blankets,yes,48,6,8,55,4,7,2.955160058,101.6803372,2
2925,10/01/2016,15:10:35,chinese,male,moderate,yes,toddler,big,pink,traditional,black,short_sleeve,pink,long,clothes,yes,55,5,7,27,1,21,3.083002604,101.4340141,1
2120,10/01/2016,3:23:14,indian,female,thin,no,no_kids,small,orange,casual,blue,short_sleeve,pink,short,clothes,yes,50,3,7,27,0,7,3.000549762,101.4942987,3
1055,10/02/2016,13:55:14,foreigner,female,fat,yes,toddler,big,pink,casual,black,long sleeve,orange,short,clothes,yes,29,3,7,53,3,12,3.138474127,101.6672578,1
1910,10/02/2016,1:16:27,indian,female,moderate,yes,baby,big,orange,formal,black,short_sleeve,blue,short,blankets,no,51,5,7,54,0,13,3.14621905,101.6395625,2
3051,10/02/2016,12:28:10,malay,female,fat,yes,young,small,white,casual,grey,short_sleeve,red,short,blankets,no,51,3,9,37,0,12,3.127330816,101.7586623,2
2954,10/02/2016,7:09:53,indian,male,thin,yes,toddler,small,yellow,casual,red,long sleeve,grey,long,blankets,no,41,5,7,59,0,12,3.113039657,101.6111937,1
1365,10/02/2016,0:17:14,indian,female,thin,yes,toddler,big,black,traditional,orange,short_sleeve,blue,long,blankets,no,21,5,7,25,1,8,3.100624066,101.7474597,1
1668,10/02/2016,7:33:35,malay,female,thin,yes,toddler,small,black,casual,yellow,short_sleeve,blue,long,clothes,no,46,6,9,59,1,19,3.073308998,101.7087387,3
1649,10/02/2016,5:18:48,indian,female,thin,no,no_kids,small,pink,casual,blue,long sleeve,black,long,blankets,yes,43,3,8,44,5,21,3.11231849,101.7040324,2
2331,10/02/2016,7:50:05,indian,male,thin,yes,baby,small,red,traditional,red,short_sleeve,purple,short,blankets,yes,36,5,9,20,0,13,2.966805235,101.691886,3
995,10/02/2016,21:51:00,chinese,female,moderate,yes,baby,small,purple,casual,pink,short_sleeve,grey,short,blankets,no,48,4,10,29,1,12,3.138262563,101.6771483,3
3471,10/02/2016,16:53:49,malay,female,fat,yes,baby,big,purple,formal,black,short_sleeve,blue,long,clothes,yes,53,5,8,33,0,11,2.951017612,101.6778879,2
3782,10/02/2016,12:24:13,foreigner,female,thin,no,no_kids,big,white,formal,brown,short_sleeve,blue,long,blankets,no,43,6,9,51,2,16,2.946541226,101.6917668,3
3841,10/02/2016,23:58:03,chinese,male,fat,yes,young,big,yellow,traditional,yellow,short_sleeve,purple,short,blankets,yes,34,5,10,46,0,11,3.121248922,101.7551411,2
2976,10/02/2016,16:16:47,indian,female,thin,yes,toddler,small,blue,casual,yellow,short_sleeve,green,long,blankets,yes,39,5,9,44,4,8,3.13399874,101.6514891,3
2446,10/02/2016,18:16:28,foreigner,female,moderate,yes,toddler,big,grey,traditional,yellow,long sleeve,brown,long,blankets,yes,35,6,8,15,0,21,3.119562117,101.635884,3
1795,10/02/2016,15:01:17,indian,female,moderate,no,no_kids,big,red,formal,orange,long sleeve,black,long,clothes,no,28,4,8,25,1,18,3.094777079,101.6946773,1
1731,10/02/2016,7:58:48,indian,male,moderate,yes,toddler,big,blue,traditional,black,long sleeve,grey,long,clothes,yes,53,4,10,55,2,11,2.904908738,101.7302087,2
2175,10/02/2016,6:58:04,foreigner,male,thin,yes,baby,big,blue,traditional,black,short_sleeve,red,long,clothes,yes,31,6,7,53,2,15,3.070923259,101.5945954,2
1497,10/02/2016,23:47:14,indian,female,thin,no,no_kids,big,white,formal,purple,short_sleeve,orange,long,clothes,yes,32,5,7,39,3,16,3.062070931,101.6519427,1
1437,10/02/2016,17:28:41,malay,male,moderate,yes,toddler,small,black,traditional,white,short_sleeve,blue,short,blankets,no,32,6,7,15,2,8,3.068315754,101.6443641,2
2772,10/02/2016,17:33:12,foreigner,female,moderate,yes,toddler,big,red,formal,blue,long sleeve,grey,short,clothes,yes,36,4,7,35,1,17,3.162504996,101.6315875,1
1213,10/02/2016,14:26:20,foreigner,female,moderate,yes,toddler,small,red,casual,red,long sleeve,pink,short,clothes,no,60,5,10,36,1,21,3.121723081,101.7241354,3
2626,10/02/2016,0:31:25,malay,female,fat,yes,baby,small,purple,casual,black,short_sleeve,blue,long,clothes,no,52,3,9,27,3,7,3.070370627,101.6580795,1
3930,10/02/2016,1:15:53,indian,female,moderate,no,no_kids,small,green,traditional,grey,long sleeve,pink,long,blankets,yes,37,5,8,19,3,9,3.130691831,101.5942141,2
3788,10/02/2016,1:12:30,malay,female,moderate,yes,young,small,black,formal,yellow,long sleeve,green,long,blankets,yes,54,3,7,52,3,15,2.946968882,101.7387538,1
1979,10/02/2016,22:02:42,chinese,male,moderate,yes,young,small,pink,traditional,grey,short_sleeve,orange,short,clothes,no,60,5,10,52,3,13,3.078110802,101.5647518,1
2768,10/02/2016,23:32:03,foreigner,female,thin,no,no_kids,small,red,formal,yellow,long sleeve,black,short,blankets,yes,43,4,8,60,1,11,3.134949202,101.7774201,2
2172,10/02/2016,3:13:33,chinese,female,moderate,yes,toddler,small,blue,formal,red,short_sleeve,blue,long,blankets,no,39,4,10,44,4,15,3.153332989,101.556554,1
2195,10/02/2016,5:27:01,malay,male,thin,no,no_kids,small,grey,formal,black,short_sleeve,grey,long,blankets,no,21,5,7,48,0,21,3.114697014,101.6571322,1
3931,10/02/2016,10:23:18,malay,female,fat,yes,baby,small,grey,traditional,purple,long sleeve,pink,long,blankets,yes,53,5,7,37,5,14,3.158778937,101.644083,1
3489,10/02/2016,15:38:50,indian,female,moderate,yes,toddler,big,orange,casual,purple,long sleeve,brown,short,clothes,no,43,3,9,12,5,21,2.914746155,101.6296772,1
1898,10/02/2016,23:39:12,foreigner,male,fat,no,no_kids,small,orange,casual,blue,short_sleeve,yellow,short,clothes,yes,24,3,7,22,0,8,3.05598428,101.4944782,3
3998,10/02/2016,0:24:23,indian,female,thin,yes,baby,big,black,traditional,blue,short_sleeve,blue,long,blankets,no,19,5,7,17,5,10,3.130256271,101.6321509,2
3596,10/02/2016,7:06:10,malay,male,thin,yes,young,big,grey,formal,orange,long sleeve,pink,long,clothes,no,32,5,7,35,4,9,3.10100459,101.6937137,3
2137,10/02/2016,20:41:23,chinese,female,thin,no,no_kids,big,blue,casual,brown,short_sleeve,blue,short,clothes,no,59,4,7,57,0,7,3.106655603,101.62668,3
2209,10/02/2016,7:09:04,malay,female,thin,yes,young,small,grey,casual,grey,short_sleeve,red,long,blankets,yes,54,6,8,51,2,11,3.116132104,101.6714049,3
2674,10/02/2016,11:40:03,indian,male,moderate,no,no_kids,small,orange,traditional,blue,short_sleeve,red,short,blankets,yes,22,3,10,38,1,13,3.171250834,101.7292032,2
1136,10/02/2016,8:40:53,indian,female,moderate,no,no_kids,big,yellow,casual,purple,short_sleeve,white,long,blankets,no,26,6,7,49,4,18,3.069848864,101.4538616,3
2946,10/02/2016,22:46:01,malay,female,moderate,yes,toddler,small,grey,traditional,black,long sleeve,blue,short,clothes,yes,31,6,8,36,5,8,3.012082222,101.4958419,1
1301,10/02/2016,3:56:06,malay,female,fat,yes,toddler,big,white,formal,black,long sleeve,brown,short,blankets,no,49,4,8,53,0,7,3.122997104,101.7580177,2
2460,10/02/2016,1:38:57,foreigner,male,moderate,yes,baby,big,green,traditional,yellow,short_sleeve,blue,short,clothes,yes,42,5,7,54,4,21,2.960194395,101.7175065,2
2952,10/02/2016,15:34:15,indian,female,fat,yes,baby,small,brown,formal,brown,long sleeve,brown,short,clothes,no,53,6,7,14,3,8,3.122027314,101.7691729,1
2583,10/02/2016,23:17:32,malay,male,fat,yes,toddler,big,orange,formal,pink,short_sleeve,black,long,clothes,no,40,6,10,30,0,7,2.960587491,101.6462615,2
1105,10/02/2016,5:18:58,foreigner,female,moderate,no,no_kids,big,blue,formal,purple,short_sleeve,white,short,blankets,no,29,6,8,23,2,21,3.077915344,101.4162366,3
2091,10/02/2016,9:21:26,malay,female,moderate,yes,young,big,orange,casual,black,short_sleeve,brown,short,blankets,no,46,5,9,43,5,20,3.135584466,101.7016669,3
3516,10/02/2016,6:14:09,chinese,male,moderate,yes,toddler,big,brown,formal,orange,short_sleeve,purple,short,blankets,no,36,3,8,57,5,15,2.95310346,101.6927764,2
2659,10/12/2015,21:35:19,foreigner,male,thin,no,no_kids,big,blue,formal,pink,short_sleeve,pink,short,blankets,yes,26,3,7,15,0,15,3.123945387,101.7077756,2
2696,10/12/2015,11:00:23,malay,male,moderate,no,no_kids,small,red,traditional,purple,short_sleeve,red,long,clothes,yes,31,6,9,54,4,15,2.953809283,101.6512013,1
2094,10/12/2015,10:37:36,foreigner,female,fat,yes,toddler,small,purple,traditional,black,long sleeve,pink,short,blankets,yes,60,5,9,52,3,10,3.107851672,101.6590498,2
2029,10/12/2015,21:22:29,indian,female,thin,yes,toddler,small,green,traditional,pink,long sleeve,blue,short,blankets,no,24,4,10,32,0,20,3.174657857,101.7608214,2
